Date,Close Price
2022-01-03,1697.38
2022-01-04,1711.26
2022-01-05,1798.3
2022-01-06,1798.635
2022-01-07,1774.97
2022-01-10,1780.495
2022-01-11,1779.435
2022-01-12,1794.465
2022-01-13,1822.41
2022-01-14,1819.92
2022-01-17,1834.02
2022-01-18,1815.645
2022-01-19,1808.755
2022-01-20,1726.03
2022-01-21,1633.305
2022-01-24,1570.795
2022-01-25,1552.635
2022-01-27,1536.055
2022-01-28,1520.0
2022-01-31,1568.985
2022-02-01,1589.205
2022-02-02,1670.69
2022-02-03,1633.99
2022-02-04,1620.195
2022-02-07,1570.92
2022-02-08,1597.52
2022-02-09,1626.355
2022-02-10,1638.92
2022-02-11,1610.395
2022-02-14,1568.13
2022-02-15,1636.58
2022-02-16,1627.995
2022-02-17,1617.555
2022-02-18,1610.13
2022-02-21,1600.405
2022-02-22,1622.23
2022-02-23,1614.645
2022-02-24,1524.64
2022-02-25,1577.165
2022-02-28,1600.735
2022-03-02,1606.19
2022-03-03,1570.135
2022-03-04,1532.995
2022-03-07,1436.82
2022-03-08,1445.61
2022-03-09,1501.885
2022-03-10,1546.695
2022-03-11,1556.485
2022-03-14,1567.19
2022-03-15,1570.905
2022-03-16,1611.695
2022-03-17,1637.74
2022-03-21,1617.73
2022-03-22,1650.095
2022-03-23,1639.375
2022-03-24,1637.755
2022-03-25,1634.085
2022-03-28,1651.9
2022-03-29,1649.68
2022-03-30,1712.75
2022-03-31,1705.215
2022-04-01,1713.405
2022-04-04,1718.655
2022-04-05,1681.885
2022-04-06,1671.81
2022-04-07,1656.455
2022-04-08,1673.375
2022-04-11,1657.405
2022-04-12,1630.575
2022-04-13,1608.18
2022-04-18,1582.05
2022-04-19,1568.905
2022-04-20,1550.91
2022-04-21,1583.485
2022-04-22,1545.005
2022-04-25,1526.32
2022-04-26,1542.635
2022-04-27,1482.855
2022-04-28,1501.38
2022-04-29,1490.845
2022-05-02,1495.09
2022-05-04,1432.54
2022-05-05,1413.63
2022-05-06,1364.35
2022-05-09,1377.55
2022-05-10,1362.645
2022-05-11,1331.87
2022-05-12,1284.895
2022-05-13,1261.37
2022-05-16,1266.385
2022-05-17,1297.365
2022-05-18,1275.88
2022-05-19,1240.87
2022-05-20,1256.215
2022-05-23,1257.365
2022-05-24,1235.975
2022-05-25,1240.22
2022-05-26,1247.305
2022-05-27,1276.6
2022-05-30,1293.0
2022-05-31,1291.4
2022-06-01,1259.875
2022-06-02,1296.14
2022-06-03,1269.105
2022-06-06,1252.055
2022-06-07,1233.635
2022-06-08,1246.4
2022-06-09,1247.43
2022-06-10,1225.065
2022-06-13,1139.09
2022-06-14,1133.48
2022-06-15,1181.385
2022-06-16,1147.45
2022-06-17,1175.84
2022-06-20,1171.32
2022-06-21,1173.51
2022-06-22,1143.5
2022-06-23,1156.02
2022-06-24,1158.12
2022-06-27,1159.48
2022-06-28,1136.32
2022-06-29,1111.445
2022-06-30,1092.93
2022-07-01,1132.635
2022-07-04,1138.175
2022-07-05,1151.915
2022-07-06,1204.255
2022-07-07,1196.58
2022-07-08,1200.48
2022-07-11,1193.265
2022-07-12,1186.0
2022-07-13,1176.905
2022-07-14,1173.085
2022-07-15,1183.89
2022-07-18,1224.665
2022-07-19,1244.53
2022-07-20,1241.73
2022-07-21,1271.825
2022-07-22,1274.105
2022-07-25,1261.065
2022-07-26,1331.475
2022-07-27,1330.315
2022-07-28,1465.23
2022-07-29,1503.93
2022-08-01,1507.23
2022-08-02,1521.575
2022-08-03,1524.365
2022-08-04,1517.89
2022-08-05,1508.895
2022-08-08,1553.42
2022-08-10,1564.325
2022-08-11,1572.93
2022-08-12,1577.035
2022-08-16,1591.43
2022-08-17,1682.855
2022-08-18,1681.075
2022-08-19,1629.285
2022-08-22,1587.265
2022-08-23,1630.925
2022-08-24,1632.815
2022-08-25,1624.645
2022-08-26,1628.755
2022-08-29,1608.675
2022-08-30,1696.67
2022-09-01,1740.4
2022-09-02,1733.115
2022-09-05,1737.565
2022-09-06,1697.43
2022-09-07,1705.645
2022-09-08,1738.145
2022-09-09,1720.265
2022-09-12,1715.78
2022-09-13,1784.45
2022-09-14,1806.1
2022-09-15,1772.0
2022-09-16,1735.1
2022-09-19,1766.15
2022-09-20,1802.8
2022-09-21,1801.95
2022-09-22,1771.85
2022-09-23,1722.25
2022-09-26,1677.45
2022-09-27,1679.65
2022-09-28,1651.05
2022-09-29,1635.6
2022-09-30,1678.6
2022-10-03,1646.05
2022-10-04,1701.5
2022-10-06,1710.05
2022-10-07,1699.3
2022-10-10,1684.1
2022-10-11,1673.5
2022-10-12,1694.4
2022-10-13,1681.35
2022-10-14,1688.45
2022-10-17,1718.8
2022-10-18,1725.85
2022-10-19,1698.9
2022-10-20,1725.25
2022-10-21,1684.0
2022-10-24,1702.55
2022-10-25,1659.05
2022-10-27,1631.2
2022-10-28,1653.3
2022-10-31,1687.75
2022-11-01,1708.6
2022-11-02,1711.1
2022-11-03,1723.25
2022-11-04,1801.7
2022-11-07,1777.45
2022-11-09,1753.5
2022-11-10,1700.2
2022-11-11,1718.25
2022-11-14,1718.35
2022-11-15,1705.35
2022-11-16,1685.75
2022-11-17,1664.6
2022-11-18,1654.65
2022-11-21,1635.2
2022-11-22,1643.15
2022-11-23,1635.95
2022-11-24,1634.15
2022-11-25,1633.25
2022-11-28,1653.15
2022-11-29,1632.2
2022-11-30,1626.8
2022-12-01,1639.05
2022-12-02,1642.95
2022-12-05,1634.0
2022-12-06,1635.25
2022-12-07,1607.0
2022-12-08,1618.1
2022-12-09,1598.45
2022-12-12,1591.95
2022-12-13,1611.2
2022-12-14,1622.6
2022-12-15,1603.45
2022-12-16,1587.2
2022-12-19,1618.9
2022-12-20,1615.15
2022-12-21,1584.75
2022-12-22,1544.4
2022-12-23,1497.05
2022-12-26,1534.95
2022-12-27,1537.7
2022-12-28,1524.45
2022-12-29,1514.9
2022-12-30,1548.45
2023-01-02,1552.4
2023-01-03,1563.25
2023-01-04,1547.45
2023-01-05,1468.55
2023-01-06,1429.9
2023-01-09,1412.65
2023-01-10,1413.5
2023-01-11,1400.1
2023-01-12,1387.85
2023-01-13,1391.6
2023-01-16,1384.3
2023-01-17,1373.05
2023-01-18,1366.7
2023-01-19,1354.65
2023-01-20,1333.25
2023-01-23,1332.55
2023-01-24,1332.9
2023-01-25,1314.75
2023-01-27,1314.85
2023-01-30,1344.0
2023-01-31,1343.15
2023-02-01,1267.3
2023-02-02,1271.95
2023-02-03,1337.5
2023-02-06,1343.0
2023-02-07,1351.2
2023-02-08,1369.0
2023-02-09,1400.5
2023-02-10,1401.35
2023-02-13,1388.0
2023-02-14,1399.7
2023-02-15,1419.85
2023-02-16,1426.5
2023-02-17,1413.9
2023-02-20,1404.95
2023-02-21,1393.7
2023-02-22,1361.3
2023-02-23,1347.55
2023-02-24,1358.9
2023-02-27,1358.25
2023-02-28,1334.25
2023-03-01,1344.6
2023-03-02,1343.4
2023-03-03,1355.2
2023-03-06,1381.4
2023-03-08,1379.95
2023-03-09,1352.75
2023-03-10,1328.7
2023-03-13,1295.9
2023-03-14,1281.15
2023-03-15,1282.2
2023-03-16,1295.2
2023-03-17,1301.05
2023-03-20,1245.8
2023-03-21,1267.35
2023-03-22,1294.6
2023-03-23,1290.25
2023-03-24,1241.05
2023-03-27,1239.2
2023-03-28,1223.2
2023-03-29,1245.3
2023-03-31,1266.35
2023-04-03,1282.35
2023-04-05,1279.35
2023-04-06,1303.65
2023-04-10,1304.95
2023-04-11,1323.35
2023-04-12,1321.45
2023-04-13,1340.8
2023-04-17,1340.25
2023-04-18,1335.1
2023-04-19,1331.35
2023-04-20,1331.6
2023-04-21,1316.7
2023-04-24,1319.15
2023-04-25,1345.95
2023-04-26,1334.65
2023-04-27,1359.95
2023-04-28,1351.35
2023-05-02,1349.1
2023-05-03,1346.25
2023-05-04,1374.05
2023-05-05,1359.55
2023-05-08,1404.75
2023-05-09,1407.9
2023-05-10,1413.75
2023-05-11,1419.7
2023-05-12,1423.4
2023-05-15,1421.3
2023-05-16,1428.35
2023-05-17,1415.3
2023-05-18,1415.0
2023-05-19,1415.85
2023-05-22,1412.8
2023-05-23,1437.55
2023-05-24,1426.0
2023-05-25,1427.35
2023-05-26,1438.05
2023-05-29,1449.65
2023-05-30,1465.25
2023-05-31,1452.7
2023-06-01,1450.4
2023-06-02,1456.55
2023-06-05,1458.7
2023-06-06,1475.0
2023-06-07,1481.05
2023-06-08,1467.4
2023-06-09,1466.05
2023-06-12,1465.65
2023-06-13,1487.5
2023-06-14,1480.25
2023-06-15,1475.95
2023-06-16,1508.5
2023-06-19,1541.9
2023-06-20,1521.15
2023-06-21,1519.1
2023-06-22,1508.5
2023-06-23,1501.6
2023-06-26,1508.5
2023-06-27,1522.4
2023-06-28,1518.5
2023-06-30,1527.35
2023-07-03,1540.65
2023-07-04,1629.45
2023-07-05,1614.7
2023-07-06,1620.1
2023-07-07,1614.45
2023-07-10,1598.4
2023-07-11,1592.5
2023-07-12,1592.3
2023-07-13,1616.3
2023-07-14,1614.05
2023-07-17,1610.65
2023-07-18,1617.65
2023-07-19,1644.15
2023-07-20,1635.15
2023-07-21,1631.0
2023-07-24,1657.7
2023-07-25,1648.25
2023-07-26,1625.65
2023-07-27,1612.3
2023-07-28,1584.15
2023-07-31,1598.35
2023-08-01,1572.45
2023-08-02,1526.95
2023-08-03,1494.9
2023-08-04,1486.1
2023-08-07,1507.5
2023-08-08,1515.95
2023-08-09,1516.25
2023-08-10,1519.55
2023-08-11,1503.05
2023-08-14,1482.1
2023-08-16,1469.4
2023-08-17,1477.15
2023-08-18,1459.6
2023-08-21,1478.55
2023-08-22,1467.5
2023-08-23,1470.05
2023-08-24,1469.1
2023-08-25,1503.8
2023-08-28,1499.25
2023-08-29,1504.5
2023-08-30,1501.8
2023-08-31,1488.25
2023-09-01,1513.7
2023-09-04,1510.05
2023-09-05,1509.55
2023-09-06,1519.4
2023-09-07,1519.3
2023-09-08,1540.6
2023-09-11,1549.4
2023-09-12,1543.65
2023-09-13,1552.35
2023-09-14,1550.75
2023-09-15,1538.35
2023-09-18,1559.15
2023-09-20,1551.2
2023-09-21,1525.3
2023-09-22,1542.3
2023-09-25,1576.75
2023-09-26,1567.95
2023-09-27,1566.15
2023-09-28,1539.2
2023-09-29,1540.45
2023-10-03,1560.5
2023-10-04,1532.25
2023-10-05,1542.45
2023-10-06,1632.8
2023-10-09,1620.65
2023-10-10,1633.15
2023-10-11,1635.8
2023-10-12,1634.35
2023-10-13,1646.2
2023-10-16,1641.55
2023-10-17,1657.4
2023-10-18,1628.4
2023-10-19,1634.45
2023-10-20,1635.3
2023-10-23,1611.8
2023-10-25,1609.95
2023-10-26,1559.0
2023-10-27,1566.0
2023-10-30,1560.5
2023-10-31,1567.7
2023-11-01,1573.55
2023-11-02,1575.7
2023-11-03,1538.3
2023-11-06,1564.2
2023-11-07,1569.75
2023-11-08,1575.5
2023-11-09,1583.05
2023-11-10,1595.95
2023-11-12,1593.65
2023-11-13,1585.4
2023-11-15,1594.05
2023-11-16,1620.15
2023-11-17,1615.25
2023-11-20,1598.35
2023-11-21,1610.1
2023-11-22,1622.0
2023-11-23,1624.0
2023-11-24,1617.0
2023-11-28,1654.55
2023-11-29,1654.0
2023-11-30,1674.8
2023-12-01,1684.85
2023-12-04,1694.6
2023-12-05,1693.25
2023-12-06,1700.1
2023-12-07,1703.85
2023-12-08,1710.25
2023-12-11,1702.95
2023-12-12,1705.85
2023-12-13,1683.9
2023-12-14,1730.95
2023-12-15,1733.1
2023-12-18,1723.85
2023-12-19,1710.15
2023-12-20,1680.65
2023-12-21,1668.4
2023-12-22,1671.45
2023-12-26,1647.65
2023-12-27,1669.5
2023-12-28,1680.15
2023-12-29,1685.4
2024-01-01,1674.25
2024-01-02,1686.6
2024-01-03,1677.2
2024-01-04,1701.5
2024-01-05,1709.25
2024-01-08,1696.7
2024-01-09,1681.85
2024-01-10,1671.95
2024-01-11,1669.25
2024-01-12,1651.65
2024-01-15,1632.35
2024-01-16,1623.65
2024-01-17,1584.95
2024-01-18,1581.1
2024-01-19,1600.4
2024-01-20,1579.7
2024-01-23,1584.0
2024-01-24,1620.65
2024-01-25,1630.2
2024-01-29,1637.0
2024-01-30,1590.95
2024-01-31,1627.15
2024-02-01,1621.75
2024-02-02,1652.15
2024-02-05,1614.5
2024-02-06,1597.1
2024-02-07,1596.9
2024-02-08,1570.7
2024-02-09,1571.15
2024-02-12,1557.35
2024-02-13,1568.2
2024-02-14,1579.25
2024-02-15,1569.45
2024-02-16,1575.55
2024-02-19,1620.15
2024-02-20,1603.5
2024-02-21,1586.45
2024-02-22,1593.75
2024-02-23,1616.6
2024-02-26,1613.65
2024-02-27,1599.65
2024-02-28,1584.1
2024-02-29,1594.15
2024-03-01,1613.55
2024-03-02,1609.6
2024-03-04,1619.4
2024-03-05,1550.05
2024-03-06,1551.6
2024-03-07,1582.6
2024-03-11,1599.9
2024-03-12,1593.1
2024-03-13,1572.05
2024-03-14,1564.2
2024-03-15,1571.9
2024-03-18,1576.9
2024-03-19,1581.35
2024-03-20,1584.35
2024-03-21,1602.2
2024-03-22,1587.4
2024-03-26,1593.35
2024-03-27,1581.2
2024-03-28,1643.65
2024-04-01,1645.85
2024-04-02,1657.65
2024-04-03,1639.75
2024-04-04,1655.2
2024-04-05,1675.85
2024-04-08,1689.7
2024-04-09,1709.6
2024-04-10,1703.45
2024-04-12,1698.1
2024-04-15,1657.3
2024-04-16,1618.55
2024-04-18,1594.25
2024-04-19,1618.7
2024-04-22,1629.15
2024-04-23,1620.45
2024-04-24,1630.45
2024-04-25,1655.8
2024-04-26,1597.1
2024-04-29,1595.45
2024-04-30,1615.7
2024-05-02,1616.0
2024-05-03,1627.1
2024-05-06,1611.55
2024-05-07,1614.45
2024-05-08,1602.7
2024-05-09,1563.1
2024-05-10,1573.25
2024-05-13,1580.85
2024-05-14,1575.85
2024-05-15,1569.05
2024-05-16,1596.1
2024-05-17,1584.5
2024-05-18,1586.3
2024-05-21,1582.45
2024-05-22,1584.2
2024-05-23,1608.55
2024-05-24,1601.25
2024-05-27,1595.05
2024-05-28,1600.0
2024-05-29,1569.8
2024-05-30,1524.15
2024-05-31,1528.45
2024-06-03,1575.85
2024-06-04,1478.65
2024-06-05,1518.2
2024-06-06,1526.45
2024-06-07,1564.7
2024-06-10,1565.05
2024-06-11,1568.25
2024-06-12,1579.4
2024-06-13,1590.15
2024-06-14,1592.4
2024-06-18,1598.8
2024-06-19,1594.7
2024-06-20,1586.25
2024-06-21,1579.0
2024-06-24,1587.2
2024-06-25,1602.8
2024-06-26,1600.85
2024-06-27,1602.8
2024-06-28,1587.8
2024-07-01,1580.05
2024-07-02,1579.9
2024-07-03,1594.6
2024-07-04,1583.5
2024-07-05,1579.8
2024-07-08,1568.15
2024-07-09,1581.6
2024-07-10,1582.6
2024-07-11,1588.05
2024-07-12,1597.05
2024-07-15,1602.8
2024-07-16,1609.95
2024-07-18,1651.4
2024-07-19,1639.7
2024-07-22,1631.4
2024-07-23,1617.8
2024-07-24,1578.45
2024-07-25,1571.45
2024-07-26,1586.05
2024-07-29,1617.4
2024-07-30,1644.4
2024-07-31,1653.3
2024-08-01,1633.8
2024-08-02,1624.0
2024-08-05,1567.3
2024-08-06,1564.0
2024-08-07,1571.7
2024-08-08,1541.45
2024-08-09,1560.1
2024-08-12,1558.65
2024-08-13,1544.35
2024-08-14,1529.15
2024-08-16,1550.2
2024-08-19,1551.85
2024-08-20,1602.3
2024-08-21,1619.25
2024-08-22,1626.25
2024-08-23,1640.2
2024-08-26,1686.7
2024-08-27,1721.55
2024-08-28,1714.0
2024-08-29,1755.25
2024-08-30,1782.45
2024-09-02,1840.1
2024-09-03,1863.95
2024-09-04,1871.95
2024-09-05,1864.45
2024-09-06,1856.75
2024-09-09,1858.9
2024-09-10,1825.3
2024-09-11,1832.7
2024-09-12,1853.5
2024-09-13,1893.75
2024-09-16,1858.05
2024-09-17,1848.5
2024-09-18,1887.5
2024-09-19,1890.9
2024-09-20,1917.05
2024-09-23,1919.95
2024-09-24,1905.45
2024-09-25,1926.35
2024-09-26,1982.35
2024-09-27,2010.7
2024-09-30,1972.8
2024-10-01,1974.55
2024-10-03,1913.2
2024-10-04,1882.85
2024-10-07,1879.9
2024-10-08,1837.2
2024-10-09,1867.55
2024-10-10,1875.4
2024-10-11,1876.35
2024-10-14,1866.8
2024-10-15,1854.5
2024-10-16,1857.65
2024-10-17,1815.35
2024-10-18,1819.75
2024-10-21,1758.75
2024-10-22,1723.2
2024-10-23,1739.95
2024-10-24,1741.7
2024-10-25,1707.1
2024-10-28,1730.15
2024-10-29,1767.85
2024-10-30,1752.1
2024-10-31,1751.7
2024-11-01,1755.1
2024-11-04,1712.3
2024-11-05,1734.45
2024-11-06,1747.6
2024-11-07,1730.2
2024-11-08,1740.85
2024-11-11,1717.6
2024-11-12,1691.65
2024-11-13,1664.6
2024-11-14,1639.9
2024-11-18,1615.65
2024-11-19,1594.95
2024-11-21,1568.65
2024-11-22,1601.6
2024-11-25,1605.35
2024-11-26,1594.85
2024-11-27,1600.35
2024-11-28,1574.8
2024-11-29,1580.05
2024-12-02,1596.7
2024-12-03,1607.35
2024-12-04,1628.6
2024-12-05,1644.0
2024-12-06,1635.85
2024-12-09,1638.05
2024-12-10,1664.05
2024-12-11,1684.6
2024-12-12,1679.15
2024-12-13,1679.55
2024-12-16,1672.55
2024-12-17,1641.95
2024-12-18,1630.7
2024-12-19,1590.2
2024-12-20,1569.1
2024-12-23,1564.1
2024-12-24,1564.3
2024-12-26,1559.8
2024-12-27,1578.6
2024-12-30,1575.95
2024-12-31,1568.0
2025-01-01,1576.7
2025-01-02,1700.6
2025-01-03,1700.5
2025-01-06,1684.45
2025-01-07,1684.6
2025-01-08,1696.35
2025-01-09,1690.55
2025-01-10,1699.85
2025-01-13,1674.6
2025-01-14,1712.25
2025-01-15,1672.1
2025-01-16,1696.6
2025-01-17,1681.1
