Date,Close Price
2025-01-20,1734.6
2025-01-21,1715.55
2025-01-22,1743.45
2025-01-23,1745.75
2025-01-24,1728.5
2025-01-27,1711.7
2025-01-28,1767.9
2025-01-29,1789.4
2025-01-30,1744.7
2025-01-31,1737.15
2025-02-01,1754.15
2025-02-03,1794.45
2025-02-04,1814.1
2025-02-05,1796.35
2025-02-06,1787.35
2025-02-07,1797.55
2025-02-10,1792.85
2025-02-11,1744.5
2025-02-12,1787.55
2025-02-13,1849.2
2025-02-14,1840.45
2025-02-17,1892.55
2025-02-18,1893.4
2025-02-19,1874.65
2025-02-20,1880.85
2025-02-21,1878.45
2025-02-24,1857.55
2025-02-25,1875.95
2025-02-27,1924.55
2025-02-28,1873.0
2025-03-03,1838.2
2025-03-04,1790.3
2025-03-05,1802.0
2025-03-06,1845.15
2025-03-07,1846.85
2025-03-10,1838.85
2025-03-11,1805.5
2025-03-12,1818.9
2025-03-13,1806.95
2025-03-17,1871.85
2025-03-18,1845.0
2025-03-19,1841.7
2025-03-20,1851.3
2025-03-21,1845.65
2025-03-24,1894.8
2025-03-25,1946.1
2025-03-26,1942.7
2025-03-27,2005.4
2025-03-28,2005.95
2025-04-01,1936.5
2025-04-02,1927.6
2025-04-03,1920.85
2025-04-04,1912.15
2025-04-07,1852.15
2025-04-08,1902.95
2025-04-09,1896.4
2025-04-11,1945.65
2025-04-15,1967.85
2025-04-16,1969.9
2025-04-17,2033.75
2025-04-21,2104.25
2025-04-22,2077.9
2025-04-23,2100.0
2025-04-24,2105.4
2025-04-25,2045.35
2025-04-28,2048.75
2025-04-29,2065.0
2025-04-30,1952.4
2025-05-02,1957.0
2025-05-05,2025.4
2025-05-06,2032.45
2025-05-07,2028.85
2025-05-08,2005.65
2025-05-09,1970.3
2025-05-12,2050.6
2025-05-13,2018.15
2025-05-14,2019.6
2025-05-15,2042.3
2025-05-16,2033.7
2025-05-19,2037.85
2025-05-20,2002.3
2025-05-21,2036.65
2025-05-22,2000.0
2025-05-23,2036.75
2025-05-26,2050.45
2025-05-27,2030.15
2025-05-28,2021.1
2025-05-29,2010.8
2025-05-30,2015.8
2025-06-02,2029.3
2025-06-03,1991.4
2025-06-04,1955.75
2025-06-05,1943.5
2025-06-06,1989.4
2025-06-09,2017.0
2025-06-10,1998.35
2025-06-11,2012.4
2025-06-12,2027.0
2025-06-13,2010.9
2025-06-16,2028.15
2025-06-17,2003.6
2025-06-18,1980.45
2025-06-19,1966.6
2025-06-20,1983.35
2025-06-23,1997.5
2025-06-24,2008.5
2025-06-25,2010.95
2025-06-26,2052.4
2025-06-27,2042.9
2025-06-30,2054.35
2025-07-01,2053.15
2025-07-02,2008.1
2025-07-03,1980.35
